Date,Postal outcode,County,Latitude,Longitude,Number-Of-People,Number-Of-Showers,Number-Of-Toilets,Showers-Per-Week,Shower-Duration-Minutes,Washing-Machine-Per-Week,Dishwasher-Per-Week,Boil-Water-Per-Week,Bath-Frequency-Per-Week,Wash-Dishes-By-Hand,Has-Garden,Garden-Watering-Per-Week,Has-Swimming-Pool,Car-Wash-Per-Month,Household-Water-Use-Litres-Yearly,Bathroom-Water-Use-Litres-Yearly,Kitchen-Water-Use-Litres-Yearly,Outdoor-Water-Use-Litres-Yearly,Household-Water-Use-Money-£-Yearly,Person-Water-Use-Litres-Yearly,Person-Water-Use-Litres-Per-Day,Household-Water-Saving-Litres-Yearly,Household-Water-Saving-Money-£-Yearly,Household-Energy-Use-Money-£-Yearly,Household-Energy-Saving-kWh-Yearly,Household-Energy-Saving-Cost-£-Yearly
2031-11-15,EX1,Kent,51.2331,1.1349,2,2,2,15,16,6,4,27,0,yes,no,0,no,0,168468,75810,42117,50540,336.94,84234,230.8,10032,20.06,350.7,1747,44.83
2031-11-16,EX1,Surrey,53.3418,-1.1867,5,2,1,19,12,4,3,21,1,no,yes,1,no,3,210766,94844,52691,63229,421.53,42153,115.5,16428,32.86,1749.53,571,153.35
2031-11-17,IP1,Cheshire,53.7007,-0.146,2,2,2,6,18,3,0,29,4,no,yes,2,no,0,109678,49355,27419,32903,219.36,54839,150.2,8956,17.91,1444.36,917,152.95
2031-11-18,TR1,Leicestershire,52.2406,0.7059,2,4,2,13,8,4,6,27,4,yes,yes,1,no,1,110990,49945,27747,33297,221.98,55495,152.0,13994,27.99,421.25,1917,41.41
2031-11-19,YO1,Derbyshire,54.6876,-1.4309,1,2,2,3,6,4,6,20,3,no,yes,2,no,1,53620,24129,13405,16086,107.24,53620,146.9,11397,22.79,675.63,301,66.66
2031-11-20,LA1,Cornwall,53.6833,0.5924,4,4,2,3,11,4,5,13,1,yes,yes,3,no,1,107535,48390,26883,32260,215.07,26883,73.7,9061,18.12,1753.81,399,24.45
2031-11-21,GU1,Cornwall,52.2896,-3.0231,2,3,1,5,16,3,9,28,0,yes,yes,2,no,0,88180,39681,22045,26454,176.36,44090,120.8,5823,11.65,1927.7,808,24.22
2031-11-22,CM1,Leicestershire,52.8467,-3.1246,2,3,2,17,12,1,1,25,4,no,yes,2,no,1,157810,71014,39452,47343,315.62,78905,216.2,1179,2.36,1624.06,1750,94.0
2031-11-23,DE1,Yorkshire,53.4631,-0.3839,5,2,2,3,4,6,1,16,3,yes,yes,3,no,1,120117,54052,30029,36035,240.23,24023,65.8,19447,38.89,1225.92,250,101.96
2031-11-24,YO1,Yorkshire,52.961,0.7858,4,2,3,18,19,4,5,7,2,yes,yes,4,no,2,258890,116500,64722,77667,517.78,64722,177.3,16527,33.05,1764.47,750,16.22
2031-11-25,CT1,Cheshire,54.3935,0.9083,1,1,1,19,8,2,8,13,2,no,yes,1,no,3,104037,46816,26009,31211,208.07,104037,285.0,8321,16.64,1328.26,427,193.58
2031-11-26,CM1,Suffolk,51.7844,-0.4594,4,4,1,11,17,6,4,20,0,yes,yes,0,no,2,184829,83173,46207,55448,369.66,46207,126.6,9503,19.01,1458.94,1348,102.4
2031-11-27,CT1,Essex,51.4994,-1.1098,5,4,1,7,12,4,6,9,4,yes,yes,2,no,3,152493,68621,38123,45747,304.99,30498,83.6,8296,16.59,1688.51,674,159.69
2031-11-28,LE1,Yorkshire,51.0692,-2.1773,1,3,1,8,14,4,1,29,2,no,yes,0,no,1,91090,40990,22772,27327,182.18,91090,249.6,7995,15.99,837.17,233,130.64
2031-11-29,CH1,Surrey,50.1889,1.39,4,2,1,17,5,2,5,23,3,no,no,0,no,2,139225,62651,34806,41767,278.45,34806,95.4,5277,10.55,1612.17,272,127.67
2031-11-30,CT1,Derbyshire,50.2151,-2.2417,3,2,2,11,16,3,5,26,3,no,no,1,no,1,163304,73486,40826,48991,326.61,54434,149.1,13618,27.24,572.51,991,67.6
2031-12-01,CT1,Surrey,54.3503,0.093,3,4,2,5,4,5,9,17,4,yes,no,4,no,2,95330,42898,23832,28599,190.66,31776,87.1,6011,12.02,549.65,1906,178.55
2031-12-02,LE1,Essex,53.392,-1.0741,3,1,3,15,11,2,5,6,0,no,no,4,no,3,143454,64554,35863,43036,286.91,47818,131.0,18190,36.38,1660.41,1958,66.95
2031-12-03,NR1,Devon,53.3027,-0.6532,3,3,1,15,18,7,5,23,3,no,yes,4,no,0,217132,97709,54283,65139,434.26,72377,198.3,7403,14.81,1214.84,1264,190.79
2031-12-04,NR1,Devon,53.0732,-1.8359,1,2,3,5,9,5,3,22,1,no,no,4,no,0,50551,22747,12637,15165,101.1,50551,138.5,5005,10.01,945.01,990,17.49
2031-12-05,NR1,Cornwall,54.2461,1.3065,4,2,3,16,17,1,4,16,3,yes,yes,3,no,0,214843,96679,53710,64452,429.69,53710,147.2,7317,14.63,1142.21,1908,31.79
2031-12-06,CH1,Yorkshire,52.4013,-0.8557,1,3,3,4,19,1,3,22,NULL,no,yes,0,no,1,55625,25031,13906,16687,111.25,55625,152.4,3979,7.96,1960.26,1213,148.05
2031-12-07,YO1,Norfolk,54.3521,1.1578,3,1,3,12,17,4,5,9,3,yes,no,0,no,1,170288,76629,42572,51086,340.58,56762,155.5,14164,28.33,1809.51,1236,125.65
2031-12-08,CM1,Cheshire,51.7972,-3.9582,2,2,2,11,5,6,8,24,2,yes,yes,3,no,1,94344,42454,23586,28303,188.69,47172,129.2,3837,7.67,1113.64,814,146.24
2031-12-09,CM1,Lancashire,54.6335,-0.8503,4,4,2,15,6,4,4,24,0,yes,yes,1,no,2,140036,63016,35009,42010,280.07,35009,95.9,6009,12.02,1184.94,975,131.91
2031-12-10,GU1,Essex,53.4933,-0.0555,2,3,2,13,8,3,4,12,2,yes,yes,2,no,1,104632,47084,26158,31389,209.26,52316,143.3,7020,14.04,1305.62,198,110.17
2031-12-11,NR1,Cornwall,51.2859,0.0979,3,3,2,4,4,5,2,26,2,no,yes,4,no,3,82339,37052,20584,24701,164.68,27446,75.2,1477,2.95,1623.49,169,15.93
2031-12-12,CH1,Norfolk,52.8204,0.9774,2,3,3,18,5,1,6,20,4,yes,yes,4,no,1,100732,45329,25183,30219,201.46,50366,138.0,9102,18.2,1772.85,1482,163.69
2031-12-13,GU1,Yorkshire,52.6652,-3.9758,4,1,2,7,14,1,4,6,0,no,no,3,no,0,113429,51043,28357,34028,226.86,28357,77.7,14811,29.62,463.75,1815,106.93
2031-12-14,TR1,Leicestershire,50.6895,-3.9982,3,2,1,3,15,4,1,17,2,no,yes,4,no,1,87685,39458,21921,26305,175.37,29228,80.1,8956,17.91,1330.74,959,30.1
2031-12-15,GU1,Norfolk,52.9562,-1.4026,4,2,2,10,NULL,4,8,5,4,no,no,3,no,3,128007,57603,32001,38402,256.01,32001,87.7,6578,13.16,608.94,386,46.57
2031-12-16,YO1,Norfolk,51.5739,-3.8389,1,2,2,18,17,3,4,9,4,yes,no,2,no,2,187212,84245,46803,56163,374.42,187212,512.9,10538,21.08,1319.2,1110,135.78
2031-12-17,LA1,Leicestershire,50.2617,1.3599,2,2,3,16,17,4,6,27,2,no,yes,0,no,3,179080,80586,44770,53724,358.16,89540,245.3,17859,35.72,508.35,518,24.63
2031-12-18,CT1,Essex,54.7433,-2.7786,3,3,1,4,14,7,NULL,25,2,no,yes,4,no,3,113737,51181,28434,34121,227.47,37912,103.9,6342,12.68,1654.34,1015,175.2
2031-12-19,NR1,Cornwall,53.2075,-1.4003,5,1,2,20,10,6,9,16,1,no,yes,1,no,0,210402,94680,52600,63120,420.8,42080,115.3,2893,5.79,1389.68,1142,160.24
2031-12-20,LE1,Suffolk,54.3846,-3.6637,1,3,1,9,10,4,7,8,0,no,no,3,no,0,79502,35775,19875,23850,159.0,79502,217.8,8653,17.31,1758.79,1904,68.2
2031-12-21,LA1,Surrey,53.3803,-1.1287,1,1,3,14,13,6,3,9,4,yes,yes,2,no,3,134660,60597,33665,40398,269.32,134660,368.9,19489,38.98,1899.99,615,177.87
2031-12-22,DE1,Cheshire,51.7849,-1.9102,2,1,1,17,18,7,6,15,0,no,no,1,no,2,212897,95803,53224,63869,425.79,106448,291.6,19917,39.83,1881.07,1641,178.18
2031-12-23,GU1,Cornwall,52.5634,-3.7544,3,2,3,4,17,6,2,14,4,yes,no,0,no,1,113654,51144,28413,34096,227.31,37884,103.8,12493,24.99,461.29,974,169.19
2031-12-24,CH1,Leicestershire,53.3787,-2.1568,2,3,1,19,8,3,8,12,3,yes,no,1,no,0,129570,58306,32392,38871,259.14,64785,177.5,1512,3.02,878.28,1628,68.45
2031-12-25,CT1,Lancashire,54.8013,-1.8471,4,1,1,13,13,4,7,25,3,no,yes,3,no,3,172306,77537,43076,51691,344.61,43076,118.0,12615,25.23,1069.57,1632,134.61
2031-12-26,CM1,Norfolk,51.2683,1.4446,1,2,1,4,9,6,9,13,4,yes,yes,4,no,0,71974,32388,17993,21592,143.95,71974,197.2,6351,12.7,1620.11,862,95.77
2031-12-27,EX1,Suffolk,54.3749,-2.8566,2,3,2,7,16,6,8,11,1,no,yes,0,no,1,114351,51457,28587,34305,228.7,57175,156.6,9386,18.77,226.67,1837,112.39
2031-12-28,CT1,Leicestershire,54.6204,-1.0037,2,2,2,19,6,7,1,18,3,no,yes,3,no,2,125653,56543,31413,37695,251.31,62826,172.1,13483,26.97,1865.8,1485,87.84
2031-12-29,YO1,Essex,53.3521,1.4302,3,2,1,18,14,4,3,15,0,yes,no,2,no,1,184654,83094,46163,55396,369.31,61551,168.6,5734,11.47,933.02,858,10.76
2031-12-30,DE1,Kent,54.6563,0.3561,3,4,2,15,5,4,0,22,2,no,yes,1,no,2,111412,50135,27853,33423,222.82,37137,101.7,6840,13.68,1335.99,1818,11.9
2031-12-31,YO1,Leicestershire,51.9894,1.4635,1,2,1,15,13,5,7,29,0,no,yes,1,no,1,132051,59422,33012,39615,264.1,132051,361.8,14020,28.04,1965.11,1122,156.84
2032-01-01,GU1,Cheshire,54.7651,1.3256,5,1,3,15,16,1,3,22,0,no,yes,0,no,0,205475,92463,51368,61642,410.95,41095,112.6,12629,25.26,1788.78,168,189.81
2032-01-02,TR1,Cheshire,53.5139,-1.3075,2,3,1,7,18,2,3,26,0,yes,no,0,yes,1,96757,43540,24189,29027,193.51,48378,132.5,12515,25.03,851.93,282,53.63
2032-01-03,YO1,Surrey,50.21,-0.1699,4,2,2,7,12,1,6,12,NULL,no,no,2,no,3,136611,61474,34152,40983,273.22,34152,93.6,18142,36.28,1072.12,271,113.42
2032-01-04,YO1,Kent,54.5344,-3.3926,3,1,2,9,5,5,5,6,4,no,no,2,no,1,114680,51606,28670,34404,229.36,38226,104.7,9753,19.51,1585.9,795,68.15
2032-01-05,CH1,Leicestershire,52.4224,-1.5737,2,1,3,13,17,2,2,26,0,yes,no,0,no,3,154222,69399,38555,46266,308.44,77111,211.3,1535,3.07,1538.4,1474,100.73
2032-01-06,GU1,Derbyshire,52.3016,0.4496,4,1,3,3,4,1,7,25,2,yes,no,3,no,3,84874,38193,21218,25462,169.75,21218,58.1,5161,10.32,1468.64,1626,32.45
2032-01-07,CT1,Yorkshire,52.8323,-1.2207,4,1,3,9,12,3,1,11,1,no,yes,3,no,0,128493,57821,32123,38547,256.99,32123,88.0,10611,21.22,219.25,1763,147.83
2032-01-08,TR1,Kent,50.7469,-0.1352,2,2,1,5,11,7,0,9,1,no,yes,0,no,3,76983,34642,19245,23094,153.97,38491,105.5,6836,13.67,558.23,1696,108.09
2032-01-09,LA1,Norfolk,52.3458,0.1016,3,2,3,15,11,5,1,18,3,no,no,1,no,0,164250,73912,41062,49275,328.5,54750,150.0,5617,11.23,599.02,838,68.66
2032-01-10,EX1,Norfolk,54.1556,-2.6059,2,2,2,5,10,3,8,18,3,no,no,4,no,2,92279,41525,23069,27683,184.56,46139,126.4,19965,39.93,651.11,450,136.08
2032-01-11,NR1,Norfolk,50.0774,0.8163,3,3,3,8,12,3,4,7,2,no,yes,2,no,2,118484,53317,29621,35545,236.97,39494,108.2,17092,34.18,373.13,1037,107.14
2032-01-12,CM1,Norfolk,51.3646,-1.471,2,3,2,17,14,1,4,10,0,no,yes,3,no,1,154006,69302,38501,46201,308.01,77003,211.0,3412,6.82,1651.89,220,86.81
2032-01-13,YO1,Cornwall,50.0123,-2.844,4,3,3,6,19,7,5,27,4,yes,yes,4,no,1,169089,76090,42272,50726,338.18,42272,115.8,5181,10.36,814.33,1229,111.31
2032-01-14,GU1,Cheshire,52.0786,0.7598,2,2,2,7,6,6,2,21,3,yes,yes,1,no,0,88057,39625,22014,26417,176.11,44028,120.6,19773,39.55,1596.06,1665,191.2
2032-01-15,NR1,Kent,53.6416,-1.702,1,1,2,5,11,2,0,28,0,no,yes,2,no,0,58597,26368,14649,17579,117.19,58597,160.5,11424,22.85,1876.74,1097,23.16
2032-01-16,CM1,Cheshire,53.9939,0.1267,2,2,2,18,4,6,7,12,1,yes,yes,3,no,1,93957,42280,23489,28187,187.91,46978,128.7,9985,19.97,763.44,1307,185.56
2032-01-17,CM1,Lancashire,54.7259,-0.9858,2,3,2,19,4,4,6,24,2,yes,no,3,no,1,98519,44333,24629,29555,197.04,49259,135.0,5629,11.26,1016.79,367,34.0
2032-01-18,LA1,Kent,53.0425,-1.8997,3,1,2,11,14,4,7,28,4,yes,yes,1,no,1,159728,71877,39932,47918,319.46,53242,145.9,13489,26.98,357.52,1417,49.21
2032-01-19,LA1,Cornwall,51.2731,0.4543,2,1,2,11,16,5,8,7,4,no,yes,1,no,3,160556,72250,40139,48166,321.11,80278,219.9,12254,24.51,730.71,1271,196.04
2032-01-20,LA1,Lancashire,54.6207,-0.7854,4,2,2,16,18,3,1,19,3,yes,yes,3,no,2,232450,104602,58112,69735,464.9,58112,159.2,18981,37.96,1183.24,372,163.91
2032-01-21,LE1,Cheshire,53.8766,-1.8519,2,2,2,13,18,5,4,9,0,yes,yes,3,no,1,162351,73057,40587,48705,324.7,81175,222.4,19088,38.18,524.34,1360,76.83
2032-01-22,IP1,Lancashire,52.8721,-3.3972,4,2,2,12,19,1,1,23,4,yes,yes,4,no,3,197828,89022,49457,59348,395.66,49457,135.5,1021,2.04,1166.6,609,86.9
2032-01-23,IP1,Surrey,53.4782,0.9249,3,1,1,7,9,7,7,6,1,no,yes,1,no,0,111019,49958,27754,33305,222.04,37006,101.4,16898,33.8,763.19,1514,66.83
2032-01-24,CM1,Leicestershire,54.6216,-3.8049,6,2,3,6,18,7,3,25,1,yes,yes,1,no,1,178995,80547,44748,53698,357.99,29832,81.7,10304,20.61,1982.09,1643,52.78
2032-01-25,LA1,Lancashire,53.562,0.7475,6,3,2,13,15,3,3,12,2,no,no,4,no,0,223515,100581,55878,67054,447.03,37252,102.1,17405,34.81,876.28,1536,21.57
2032-01-26,CH1,Kent,51.8419,-2.0202,4,2,1,8,NULL,4,9,13,2,no,no,1,no,0,137400,61830,34350,41220,274.8,34350,94.1,2928,5.86,270.3,738,16.4
2032-01-27,YO1,Norfolk,53.5651,-0.4836,4,3,2,4,11,1,7,9,1,yes,yes,0,no,2,106618,47978,26654,31985,213.24,26654,73.0,12948,25.9,1051.32,759,105.3
2032-01-28,NR1,Norfolk,50.2014,1.0721,2,2,1,5,13,1,6,7,1,yes,yes,2,no,0,71071,31981,17767,21321,142.14,35535,97.4,15493,30.99,801.24,1155,110.72
2032-01-29,NR1,Derbyshire,51.9321,-3.1656,4,2,1,20,4,6,0,16,0,no,yes,0,no,3,127849,57532,31962,38354,255.7,31962,87.6,7584,15.17,866.05,331,154.7
2032-01-30,IP1,Yorkshire,52.0316,-0.8818,5,2,2,20,14,5,6,7,4,yes,yes,1,no,2,254306,114437,63576,76291,508.61,50861,139.3,10845,21.69,866.96,1679,28.07
2032-01-31,CM1,Cheshire,50.8342,0.2044,1,2,2,9,18,7,9,28,0,no,no,4,no,1,132444,59599,33111,39733,264.89,132444,362.9,12791,25.58,1786.11,1709,107.8
2032-02-01,GU1,Surrey,50.1154,0.1667,3,1,1,15,4,5,2,23,NULL,no,yes,3,no,3,109543,49294,27385,32862,219.09,36514,100.0,6786,13.57,1096.88,1328,185.65
2032-02-02,CT1,Kent,50.6669,-1.109,2,2,2,15,12,6,4,20,2,no,no,1,no,0,137112,61700,34278,41133,274.22,68556,187.8,8577,17.15,655.11,1013,172.01
2032-02-03,CT1,Kent,53.2731,-0.5639,3,2,3,8,19,7,7,29,2,no,no,3,no,1,163923,73765,40980,49176,327.85,54641,149.7,7162,14.32,1626.51,1021,111.57
2032-02-04,IP1,Leicestershire,54.0114,0.1664,3,1,1,5,19,2,5,20,4,yes,yes,2,no,1,126368,56865,31592,37910,252.74,42122,115.4,15798,31.6,998.2,334,35.39
2032-02-05,GU1,Essex,54.941,0.6257,3,2,1,12,12,4,7,5,3,no,yes,0,no,0,142614,64176,35653,42784,285.23,47538,130.2,10357,20.71,461.64,539,39.65
2032-02-06,LE1,Derbyshire,51.7318,0.19,3,2,3,7,10,4,4,21,2,no,yes,2,no,3,103614,46626,25903,31084,207.23,34538,94.6,5464,10.93,1997.3,1568,100.69
2032-02-07,LE1,Devon,52.9969,-2.053,5,1,2,13,4,5,9,25,2,no,yes,3,no,3,139178,62630,34794,41753,278.36,27835,76.3,2670,5.34,249.24,1031,127.3
2032-02-08,IP1,Cheshire,54.6857,1.482,3,2,2,6,16,4,8,24,0,no,yes,2,no,1,124025,55811,31006,37207,248.05,41341,113.3,10325,20.65,1476.62,239,195.94
2032-02-09,CT1,Kent,50.8352,-1.6102,4,4,1,12,13,4,5,7,0,no,yes,3,no,0,154315,69441,38578,46294,308.63,38578,105.7,17601,35.2,1725.6,1821,167.95
2032-02-10,GU1,Suffolk,53.5882,-3.8654,2,2,2,6,5,1,8,21,3,no,no,0,no,0,72079,32435,18019,21623,144.16,36039,98.7,5873,11.75,836.86,1617,88.73
2032-02-11,LA1,Kent,53.7749,-2.0056,2,2,2,15,11,6,3,27,3,yes,yes,3,no,1,140189,63085,35047,42056,280.38,70094,192.0,12771,25.54,483.22,1196,76.53
2032-02-12,CM1,Essex,50.4449,-3.2972,3,3,3,10,11,6,1,21,3,yes,yes,0,no,0,131856,59335,32964,39556,263.71,43952,120.4,18757,37.51,985.8,422,12.56
2032-02-13,NR1,Lancashire,54.3062,-3.3321,2,3,2,8,14,3,NULL,20,3,no,yes,1,no,2,116906,52607,29226,35071,233.81,58453,160.1,4117,8.23,1068.46,1014,11.47
2032-02-14,CH1,Cornwall,54.0655,-2.4516,2,4,2,13,16,3,4,10,NULL,yes,no,3,no,3,147139,66212,36784,44141,294.28,73569,201.6,4158,8.32,1999.47,1930,100.14
2032-02-15,TR1,Derbyshire,50.167,-3.7064,3,3,3,4,8,2,1,22,2,no,no,2,no,3,78296,35233,19574,23488,156.59,26098,71.5,17073,34.15,235.04,1243,23.16
2032-02-16,CM1,Cornwall,50.4554,-0.2132,3,3,3,20,5,3,5,18,0,yes,no,4,no,3,102897,46303,25724,30869,205.79,34299,94.0,3329,6.66,1380.59,1250,39.71
2032-02-17,LA1,Leicestershire,50.2456,-3.5931,3,4,1,20,6,6,2,24,1,no,yes,2,no,2,126160,56772,31540,37848,252.32,42053,115.2,4829,9.66,1648.01,201,196.27
2032-02-18,DE1,Suffolk,51.6737,-2.8819,2,2,3,14,8,4,0,12,1,no,no,4,no,1,101609,45724,25402,30482,203.22,50804,139.2,2026,4.05,1312.23,1353,146.28
2032-02-19,CT1,Suffolk,52.5464,-3.4891,2,3,2,19,6,6,5,23,2,no,yes,2,no,3,120865,54389,30216,36259,241.73,60432,165.6,12880,25.76,1333.88,541,95.93
2032-02-20,LA1,Derbyshire,52.6617,-3.6526,3,3,2,19,13,1,7,13,3,yes,yes,3,yes,0,193857,87235,48464,58157,387.71,64619,177.0,6148,12.3,1775.56,315,173.0
2032-02-21,DE1,Derbyshire,51.3383,-2.5274,1,3,2,6,4,6,0,25,2,yes,yes,1,no,1,60810,27364,15202,18243,121.62,60810,166.6,12652,25.3,1217.31,702,43.71
2032-02-22,IP1,Yorkshire,54.558,-0.8546,2,4,2,19,17,3,2,26,1,yes,yes,3,no,1,204987,92244,51246,61496,409.97,102493,280.8,8167,16.33,1786.85,974,83.97
2032-02-23,GU1,Leicestershire,51.8413,1.3058,1,1,1,18,9,4,5,22,2,yes,yes,0,no,3,112942,50823,28235,33882,225.88,112942,309.4,12076,24.15,578.33,1261,66.0
2032-02-24,NR1,Derbyshire,50.2278,0.8156,1,2,2,11,17,6,9,5,3,no,no,1,no,0,142303,64036,35575,42690,284.61,142303,389.9,7286,14.57,1129.02,559,199.14
2032-02-25,YO1,Cornwall,51.5011,0.8176,2,4,2,13,8,4,2,25,0,no,no,3,no,1,87043,39169,21760,26112,174.09,43521,119.2,15937,31.87,260.47,1997,181.21
2032-02-26,IP1,Lancashire,52.6555,-3.0316,1,2,1,14,6,5,NULL,21,3,yes,yes,1,no,3,91261,41067,22815,27378,182.52,91261,250.0,10497,20.99,1646.27,1781,109.96
2032-02-27,CM1,Cornwall,52.0411,-2.543,2,3,2,13,12,7,5,8,0,no,no,0,no,0,134942,60723,33735,40482,269.88,67471,184.9,12299,24.6,1599.11,968,90.57
2032-02-28,IP1,Devon,51.3692,-3.5798,3,1,3,15,13,6,8,20,1,yes,yes,4,no,0,167042,75168,41760,50112,334.08,55680,152.5,2881,5.76,1170.27,1487,199.64
2032-02-29,CM1,Cheshire,50.6566,0.2816,1,3,2,10,11,5,5,28,NULL,no,yes,1,no,1,112445,50600,28111,33733,224.89,112445,308.1,10969,21.94,912.48,469,49.2
2032-03-01,YO1,Cornwall,54.0958,-3.616,2,4,2,16,10,3,6,16,2,no,yes,1,no,2,136389,61375,34097,40916,272.78,68194,186.8,12548,25.1,866.2,480,87.5
2032-03-02,EX1,Leicestershire,54.9807,-0.9382,5,2,3,20,15,5,1,17,4,yes,no,0,no,2,268704,120916,67176,80611,537.41,53740,147.2,1533,3.07,562.0,1810,145.24
2032-03-03,DE1,Norfolk,51.6477,-2.6367,4,1,2,16,17,4,9,6,3,yes,yes,3,no,3,235866,106139,58966,70759,471.73,58966,161.6,9893,19.79,970.2,1174,143.73
2032-03-04,NR1,Yorkshire,51.9081,-2.661,2,1,1,18,16,4,3,26,0,no,yes,4,no,3,181477,81664,45369,54443,362.95,90738,248.6,17320,34.64,747.04,1930,119.11
2032-03-05,CH1,Essex,53.0902,1.449,5,3,2,17,18,5,4,16,NULL,yes,yes,1,no,2,260817,117367,65204,78245,521.63,52163,142.9,12053,24.11,1239.81,932,190.86
2032-03-06,CH1,Suffolk,53.5922,0.1623,2,3,1,9,19,7,1,14,3,no,no,1,no,0,143583,64612,35895,43074,287.17,71791,196.7,3302,6.6,1615.67,135,56.89
2032-03-07,DE1,Leicestershire,51.9601,0.6032,1,1,2,10,16,1,9,19,1,no,no,1,no,1,94955,42729,23738,28486,189.91,94955,260.2,3664,7.33,1449.45,1082,118.04
2032-03-08,TR1,Devon,54.5246,-0.8541,6,1,3,8,14,5,9,9,3,no,yes,1,no,0,197702,88965,49425,59310,395.4,32950,90.3,1510,3.02,1125.12,808,163.99
2032-03-09,LA1,Suffolk,52.8,0.7906,4,3,2,15,5,1,9,5,2,no,no,0,no,1,132719,59723,33179,39815,265.44,33179,90.9,8861,17.72,1907.49,609,54.17
2032-03-10,EX1,Leicestershire,52.252,-0.4498,3,3,2,19,17,7,6,12,1,no,no,1,no,0,232519,104633,58129,69755,465.04,77506,212.3,14545,29.09,555.18,303,175.52
2032-03-11,DE1,Yorkshire,53.2334,1.204,3,1,2,10,13,5,3,25,4,no,no,4,no,1,162589,73165,40647,48776,325.18,54196,148.5,12653,25.31,1351.95,1331,131.43
2032-03-12,CH1,Kent,54.764,-2.4526,3,2,1,13,8,4,8,29,3,no,yes,0,no,2,129604,58321,32401,38881,259.21,43201,118.4,8798,17.6,358.48,1256,82.4
2032-03-13,IP1,Derbyshire,53.9728,-0.7257,2,3,2,19,8,6,7,22,4,no,yes,1,no,2,139114,62601,34778,41734,278.23,69557,190.6,9674,19.35,1411.42,307,133.06
2032-03-14,LA1,Devon,50.2001,-0.2043,2,2,2,11,9,4,9,10,2,yes,yes,4,no,2,111194,50037,27798,33358,222.39,55597,152.3,19570,39.14,1505.6,230,186.33
2032-03-15,EX1,Derbyshire,51.6615,-1.8388,3,4,1,4,9,5,8,27,2,no,yes,2,no,2,99892,44951,24973,29967,199.78,33297,91.2,6888,13.78,1608.71,1547,197.75
2032-03-16,GU1,Surrey,52.3527,0.8384,5,2,3,12,6,2,7,5,2,no,no,2,yes,1,148335,66750,37083,44500,296.67,29667,81.3,9618,19.24,1394.77,1686,63.47
2032-03-17,GU1,Devon,51.5726,1.3889,1,3,1,16,19,1,4,18,4,no,yes,4,no,1,185606,83522,46401,55681,371.21,185606,508.5,13073,26.15,420.72,1498,182.72
2032-03-18,LA1,Yorkshire,53.5009,-1.2843,4,2,3,4,14,2,8,14,4,yes,no,1,no,2,133673,60152,33418,40101,267.35,33418,91.6,7814,15.63,279.73,1908,17.33
2032-03-19,DE1,Essex,54.1313,-1.8515,1,4,2,7,7,4,4,8,0,no,no,1,no,1,46972,21137,11743,14091,93.94,46972,128.7,7267,14.53,1485.67,366,11.38
2032-03-20,CM1,Devon,53.6567,-1.4043,3,2,2,19,4,7,7,22,1,yes,no,0,no,0,118042,53118,29510,35412,236.08,39347,107.8,9503,19.01,1636.82,1169,124.31
2032-03-21,CM1,Yorkshire,54.9467,0.6901,3,2,1,10,14,1,3,27,3,yes,yes,1,no,3,136039,61217,34009,40811,272.08,45346,124.2,18561,37.12,258.75,1094,101.51
2032-03-22,IP1,Lancashire,51.3627,-0.4499,3,2,2,20,4,6,4,23,1,yes,yes,0,no,1,119532,53789,29883,35859,239.06,39844,109.2,9177,18.35,469.88,1698,99.14
2032-03-23,EX1,Cheshire,54.3749,-3.7538,1,3,3,10,8,7,3,29,2,no,yes,1,no,1,80621,36279,20155,24186,161.24,80621,220.9,19082,38.16,1622.52,596,54.47
2032-03-24,EX1,Cornwall,53.8331,-1.0181,2,2,2,14,15,5,1,12,3,no,yes,3,no,0,156645,70490,39161,46993,313.29,78322,214.6,5873,11.75,1942.09,1031,123.52
2032-03-25,LA1,Lancashire,51.8109,-3.9048,3,2,3,16,7,1,3,16,0,no,no,3,no,2,111856,50335,27964,33556,223.71,37285,102.2,11205,22.41,1136.97,1839,13.22
2032-03-26,CT1,Yorkshire,53.6706,0.2819,1,2,2,5,18,1,4,14,1,no,no,4,no,0,71422,32139,17855,21426,142.84,71422,195.7,1113,2.23,475.96,1932,92.42
2032-03-27,GU1,Norfolk,50.5204,-2.1943,1,1,3,16,10,7,5,17,2,yes,yes,3,no,2,126552,56948,31638,37965,253.1,126552,346.7,6613,13.23,778.27,1765,79.72
2032-03-28,EX1,Kent,53.9467,-1.404,3,1,3,6,10,3,3,11,3,no,yes,2,no,0,101216,45547,25304,30364,202.43,33738,92.4,18094,36.19,1606.56,1150,46.68
2032-03-29,LA1,Cornwall,52.6617,0.3927,3,2,2,3,7,6,9,28,3,yes,no,2,no,2,103496,46573,25874,31048,206.99,34498,94.5,18022,36.04,1177.81,1407,107.04
2032-03-30,YO1,Norfolk,51.4615,-3.7445,2,3,2,11,13,1,3,21,2,yes,no,0,no,0,110636,49786,27659,33190,221.27,55318,151.6,17851,35.7,304.03,1985,141.15
2032-03-31,TR1,Essex,53.2789,-3.128,3,3,3,16,17,6,5,16,4,no,yes,2,no,3,215031,96763,53757,64509,430.06,71677,196.4,19267,38.53,755.15,1184,164.46
